 ,Label,Area,Mean,Min,Max,Length
212,47_D02_trka_bmpr211m2-1.nd2:2337-2607,240.415,1632.625,530.000,5331.518,326.078
213,47_D02_trka_bmpr211m2-1.nd2:2221-2667,236.612,881.611,486.000,3092.880,334.065
214,47_D02_trka_bmpr211m2-1.nd2:2415-2657,72.674,1207.771,545.140,2023.440,105.962
215,47_D02_trka_bmpr211m2-1.nd2:2773-3268,334.637,1516.247,554.750,5164.000,489.908
216,47_D02_trka_bmpr211m2-1.nd2:2612-3391,156.333,728.783,522.000,1813.840,205.249
217,47_D02_trka_bmpr211m2-1.nd2:2194-0786,260.273,1582.304,491.000,10221.000,345.959
218,47_D02_trka_bmpr211m2-1.nd2:2480-0897,293.653,1394.555,499.000,11475.000,390.918
219,47_D02_trka_bmpr211m2-1.nd2:2314-0955,162.671,1322.971,539.000,6741.770,239.175
220,47_D02_trka_bmpr211m2-1.nd2:2609-0805,247.598,1190.293,503.000,13288.250,330.708
221,47_D02_trka_bmpr211m2-1.nd2:2457-1140,179.994,1031.028,491.000,8022.000,257.254
222,47_D02_trka_bmpr211m2-1.nd2:2615-1104,87.462,1134.459,465.000,7543.000,129.353
223,47_D02_trka_bmpr211m2-1.nd2:2608-1055,65.491,796.766,495.444,1998.860,92.420
224,47_D02_trka_bmpr211m2-1.nd2:2614-1134,96.757,660.744,489.840,1863.000,133.508
225,47_D02_trka_bmpr211m2-1.nd2:2752-1135,133.094,1131.184,474.000,3910.000,181.648
226,47_D02_trka_bmpr211m2-1.nd2:2109-1680,215.064,952.300,504.000,4416.000,292.679
227,47_D02_trka_bmpr211m2-1.nd2:1978-1649,179.149,1082.593,549.000,2200.000,260.795
228,47_D02_trka_bmpr211m2-1.nd2:2740-0078,230.274,1463.836,524.000,4243.600,322.894
229,47_D02_trka_bmpr211m2-1.nd2:3122-0296,537.025,1142.944,463.722,6681.000,726.874
230,47_D02_trka_bmpr211m2-1.nd2:2730-3308,201.120,1265.185,552.000,3423.000,249.416
231,47_D02_trka_bmpr211m2-1.nd2:3055-3386,349.003,1040.908,510.000,4457.240,516.644
232,47_D02_trka_bmpr211m2-1.nd2:2943-3376,118.729,864.133,533.650,3909.000,177.355
233,47_D02_trka_bmpr211m2-1.nd2:3489-3386,134.362,1398.359,0.000,2824.000,194.944
234,47_D02_trka_bmpr211m2-1.nd2:3385-3381,124.644,1574.206,617.550,5214.000,186.933
235,47_D02_trka_bmpr211m2-1.nd2:2562-0496,167.741,1554.975,485.000,9226.150,241.516
236,47_D02_trka_bmpr211m2-1.nd2:3186-0946,362.946,1252.952,489.000,6717.000,502.794
237,47_D02_trka_bmpr211m2-1.nd2:2625-0273,234.077,1056.049,484.000,9896.000,321.307
238,47_D02_trka_bmpr211m2-1.nd2:2439-1566,162.248,1258.467,541.000,5334.340,239.083
