stem,plate,label,length_px,signal_mean,signal_frac,straightness,signal_p25
P23_B03_ACT104_EGFR,PLATE_23,0,26.783272386710717,148.54285714285714,1.0,0.9025386068719069,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,271.2641298148656,137.27857142857144,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,0,143.94386313908365,149.84158415841586,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,608.4548238509794,149.80233918128656,1.0,0.996544285237389,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,346.01294491084604,147.47093023255815,1.0,0.9933911492317884,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,541.204141068036,142.93314366998578,1.0,0.9965945026961619,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,1454.1530451534704,111.55419766206164,1.0,0.023449501636901328,85.0
P23_B03_ACT104_EGFR,PLATE_23,1,1609.560366213902,131.05348615090736,1.0,0.06125371211577636,111.0
P23_B03_ACT104_EGFR,PLATE_23,0,45.75041235795261,149.76785714285714,1.0,0.8762688126388928,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,1347.2094126960951,131.41463414634146,0.9944250871080139,0.37649917366896696,113.5
P23_B03_ACT104_EGFR,PLATE_23,1,276.3245084803441,127.58156028368795,1.0,0.0,99.0
P23_B03_ACT104_EGFR,PLATE_23,0,32.4026877244569,148.14705882352942,1.0,0.7207001831946336,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,145.3779127011889,105.06666666666666,1.0,0.0,69.0
P23_B03_ACT104_EGFR,PLATE_23,1,852.3582532273288,122.15302491103203,1.0,0.0,99.0
P23_B03_ACT104_EGFR,PLATE_23,1,166.35283663678243,126.08695652173913,1.0,0.0,109.0
P23_B03_ACT104_EGFR,PLATE_23,1,568.3776372506579,94.8678756476684,1.0,0.0,73.0
P23_B03_ACT104_EGFR,PLATE_23,1,265.34399325951784,107.79005524861878,1.0,0.0,86.0
P23_B03_ACT104_EGFR,PLATE_23,1,606.5434387815512,130.12436548223351,1.0,0.0,106.0
P23_B03_ACT104_EGFR,PLATE_23,0,3026.6377500416716,137.3823234014061,0.9983260796786073,0.26851558069661124,141.0
P23_B03_ACT104_EGFR,PLATE_23,1,337.69477607818305,124.6566265060241,1.0,0.0,109.0
P23_B03_ACT104_EGFR,PLATE_23,1,687.2725572470067,131.57909215955985,1.0,0.11195137531238267,117.0
P23_B03_ACT104_EGFR,PLATE_23,1,48.793669917669376,131.87755102040816,1.0,0.9971516057896854,113.0
P23_B03_ACT104_EGFR,PLATE_23,1,377.33709440247696,135.16326530612244,1.0,0.0,115.0
P23_B03_ACT104_EGFR,PLATE_23,0,203.33731918040735,143.23469387755102,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,0,27.6087358882217,150.0,1.0,0.8974566328907206,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,204.41417761108437,130.45,1.0,0.0,112.0
